Sample in Buffer,Sample in Window,TRIGGER,u_ndpp_wrapper/user_logic_native_mem_valid[0:0],u_ndpp_wrapper/user_logic_native_mem_address[23:0],u_ndpp_wrapper/user_logic_native_mem_strb[31:0],u_ndpp_wrapper/user_logic_native_mem_data[7:0],u_ndpp_wrapper/trigger_counter[7:0],u_ndpp_wrapper/trigger_counter_hls[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX
294,294,0,0,300060,00000000,c9,00,01
295,295,0,0,300060,00000000,c9,00,01
296,296,0,0,300060,00000000,c9,00,01
297,297,0,0,300060,00000000,c9,00,01
298,298,0,0,300060,00000000,c9,00,01
299,299,0,0,300060,00000000,c9,00,01
300,300,0,0,300060,00000000,c9,00,01
301,301,0,0,300060,00000000,c9,00,01
302,302,0,0,300060,00000000,c9,00,01
303,303,0,0,300060,00000000,c9,00,01
304,304,0,0,300060,00000000,c9,00,01
305,305,0,0,300060,00000000,c9,00,01
306,306,0,0,300060,00000000,c9,00,01
307,307,0,0,300060,00000000,c9,00,01
308,308,0,0,300060,00000000,c9,00,01
309,309,0,0,300060,00000000,c9,00,01
310,310,0,0,300060,00000000,c9,00,01
311,311,0,0,300060,00000000,c9,00,01
312,312,0,0,300060,00000000,c9,00,01
313,313,0,0,300060,00000000,c9,00,01
314,314,0,0,300060,00000000,c9,00,01
315,315,0,0,300060,00000000,c9,00,01
316,316,0,0,300060,00000000,c9,00,01
317,317,0,0,300060,00000000,c9,00,01
318,318,0,0,300060,00000000,c9,00,01
319,319,0,0,300060,00000000,c9,00,01
320,320,0,0,300060,00000000,c9,00,01
321,321,0,0,300060,00000000,c9,00,01
322,322,0,0,300060,00000000,c9,00,01
323,323,0,0,300060,00000000,c9,00,01
324,324,0,0,300060,00000000,c9,00,01
325,325,0,0,300060,00000000,c9,00,01
326,326,0,0,300060,00000000,c9,00,01
327,327,0,0,300060,00000000,c9,00,01
328,328,0,0,300060,00000000,c9,00,01
329,329,0,0,300060,00000000,c9,00,01
330,330,0,0,300060,00000000,c9,00,01
331,331,0,0,300060,00000000,c9,00,01
332,332,0,0,300060,00000000,c9,00,01
333,333,0,0,300060,00000000,c9,00,01
334,334,0,0,300060,00000000,c9,00,01
335,335,0,0,300060,00000000,c9,00,01
336,336,0,0,300060,00000000,c9,00,01
337,337,0,0,300060,00000000,c9,00,01
338,338,0,0,300060,00000000,c9,00,01
339,339,0,0,300060,00000000,c9,00,01
340,340,0,0,300060,00000000,c9,00,01
341,341,0,0,300060,00000000,c9,00,01
342,342,0,0,300060,00000000,c9,00,01
343,343,0,0,300060,00000000,c9,00,01
344,344,0,0,300060,00000000,c9,00,01
345,345,0,0,300060,00000000,c9,00,01
346,346,0,0,300060,00000000,c9,00,01
347,347,0,0,300060,00000000,c9,00,01
348,348,0,0,300060,00000000,c9,00,01
349,349,0,0,300060,00000000,c9,00,01
350,350,0,0,300060,00000000,c9,00,01
